name,eye_x,eye_y,fingertip_x,fingertip_y
cs_p_101_9_0_1795,1259.4736842105262,503.9473684210526,996.3157894736842,1026.0526315789473
cs_p_102_0_0_78,604.4285714285713,460.4285714285714,833.0,1054.7142857142856
cs_p_10_2_0_1463,474.2105263157894,151.31578947368416,666.8421052631578,647.1052631578947
cs_p_102_1_0_226,944.4285714285713,427.57142857142856,1464.4285714285713,1083.2857142857142
cs_p_102_2_0_333,954.4285714285713,427.57142857142856,1542.9999999999998,1001.8571428571428
cs_p_102_3_0_453,881.5714285714284,464.71428571428567,1535.8571428571427,1101.8571428571427
cs_p_102_4_0_590,998.7142857142856,447.57142857142856,1621.5714285714284,1180.4285714285713
cs_p_102_5_0_710,763.0,418.99999999999994,1397.2857142857142,758.9999999999999
cs_p_102_6_0_876,897.2857142857142,430.4285714285714,1207.2857142857142,1287.5714285714284
cs_p_102_7_0_1119,1108.7142857142856,536.1428571428571,1697.2857142857142,1044.7142857142856
cs_p_102_8_0_1290,687.2857142857142,481.85714285714283,1560.1428571428569,1123.2857142857142
cs_p_102_9_0_1411,907.2857142857142,279.0,1590.1428571428569,1644.7142857142856
cs_p_103_0_0_57,592.1052631578947,203.9473684210526,827.8947368421052,448.1578947368421
cs_p_10_3_0_1946,182.6315789473684,13.421052631578931,1146.842105263158,137.63157894736838
cs_p_103_1_0_106,545.7894736842105,202.89473684210526,834.2105263157894,449.2105263157895
cs_p_103_2_0_189,550.0,197.63157894736838,767.8947368421052,559.7368421052631
cs_p_103_3_0_262,558.421052631579,199.73684210526312,883.6842105263157,599.7368421052631
cs_p_103_4_0_394,653.1578947368421,183.9473684210526,875.2631578947368,568.1578947368421
cs_p_103_5_0_447,598.421052631579,187.10526315789474,951.0526315789473,374.4736842105263
cs_p_103_6_0_570,734.2105263157894,196.57894736842104,1021.578947368421,587.1052631578947
cs_p_103_7_0_670,619.4736842105262,177.6315789473684,1131.0526315789473,435.52631578947364
cs_p_103_8_0_786,577.3684210526316,175.52631578947367,1096.3157894736842,400.7894736842105
cs_p_103_9_0_897,576.3157894736842,180.78947368421052,1162.6315789473683,369.2105263157894
cs_p_104_0_0_94,1084.7368421052631,135.52631578947367,717.3684210526316,546.0526315789473
cs_p_10_4_0_2533,401.57894736842104,153.4210526315789,635.2631578947368,510.26315789473676
cs_p_104_1_0_317,1112.1052631578946,140.78947368421052,1851.0526315789473,388.1578947368421
cs_p_104_2_0_490,1208.9473684210525,125.0,443.6842105263158,559.7368421052631
cs_p_104_3_0_647,898.4210526315788,254.4736842105263,139.4736842105263,968.1578947368421
cs_p_104_4_0_819,895.2631578947368,160.78947368421052,316.31578947368416,918.6842105263157
cs_p_104_5_0_999,1221.578947368421,174.4736842105263,938.4210526315788,1087.1052631578946
cs_p_104_6_0_1205,840.5263157894736,274.4736842105263,180.52631578947367,1073.421052631579
cs_p_104_7_0_1479,1055.2631578947369,141.8421052631579,1846.8421052631577,751.3157894736842
cs_p_105_0_0_47,447.2857142857142,267.57142857142856,561.5714285714284,813.2857142857142
cs_p_10_5_0_3088,539.4736842105262,149.21052631578942,841.578947368421,569.2105263157894
cs_p_105_10_0_621,528.7142857142856,388.99999999999994,971.5714285714284,861.8571428571428
cs_p_105_1_0_113,455.85714285714266,297.57142857142856,778.7142857142856,834.7142857142857
cs_p_105_2_0_168,441.57142857142844,286.1428571428571,363.0,728.9999999999999
cs_p_105_3_0_221,478.71428571428555,298.99999999999994,510.1428571428571,828.9999999999999
cs_p_105_4_0_279,490.1428571428571,301.85714285714283,634.4285714285713,881.8571428571428
cs_p_105_5_0_341,487.2857142857142,320.4285714285714,751.5714285714284,874.7142857142857
cs_p_105_6_0_400,471.57142857142844,353.2857142857143,505.85714285714266,956.142857142857
cs_p_105_7_0_448,492.9999999999998,386.1428571428571,690.1428571428571,1008.9999999999999
cs_p_105_8_0_506,501.57142857142844,453.2857142857142,800.1428571428569,1059.0
cs_p_105_9_0_562,477.2857142857142,387.57142857142856,810.1428571428569,877.5714285714284
cs_p_106_0_0_138,691.0526315789473,270.2631578947368,767.8947368421052,699.7368421052631
cs_p_10_6_0_3656,526.8421052631578,172.36842105263156,904.7368421052631,622.8947368421052
cs_p_106_1_0_200,939.4736842105262,258.6842105263158,926.8421052631578,640.7894736842105
cs_p_106_2_0_296,1046.842105263158,297.6315789473684,1027.8947368421052,639.7368421052631
cs_p_106_3_0_372,996.3157894736842,297.6315789473684,1024.7368421052631,641.8421052631578
cs_p_106_4_0_448,1054.2105263157894,241.84210526315786,1171.0526315789473,537.6315789473683
cs_p_106_5_0_509,1098.421052631579,260.7894736842105,1225.7894736842104,654.4736842105262
cs_p_106_6_0_569,1104.7368421052631,270.2631578947368,1268.9473684210525,636.578947368421
cs_p_106_7_0_641,1223.6842105263156,267.1052631578947,1301.578947368421,682.8947368421052
cs_p_106_8_0_700,1264.7368421052631,268.1578947368421,1374.2105263157894,737.6315789473683
cs_p_106_9_0_748,1148.9473684210525,200.78947368421052,1283.6842105263156,495.52631578947364
cs_p_107_0_0_83,800.5263157894736,533.421052631579,907.8947368421052,902.8947368421052
cs_p_10_7_0_4321,516.3157894736842,102.89473684210526,836.3157894736842,622.8947368421052
cs_p_107_1_0_198,620.5263157894736,211.31578947368416,883.6842105263157,699.7368421052631
cs_p_107_2_0_309,843.6842105263157,260.7894736842105,1215.2631578947367,677.6315789473683
cs_p_107_3_0_394,740.5263157894736,226.05263157894734,1225.7894736842104,583.9473684210526
cs_p_107_4_0_475,805.7894736842105,231.31578947368416,1323.6842105263156,657.6315789473683
cs_p_107_5_0_538,968.9473684210526,306.05263157894734,1466.8421052631577,572.3684210526316
cs_p_107_6_0_623,730.0,251.31578947368416,1241.578947368421,794.4736842105262
cs_p_107_7_0_684,736.3157894736842,236.57894736842104,1358.421052631579,854.4736842105262
cs_p_107_8_0_763,797.3684210526316,188.15789473684208,1521.578947368421,763.9473684210526
cs_p_107_9_0_839,974.2105263157894,275.52631578947364,1687.8947368421052,675.5263157894736
cs_p_108_0_0_99,1284.7368421052631,365.0,1057.3684210526314,551.3157894736842
cs_p_10_8_0_4895,712.1052631578947,112.36842105263156,1130.0,400.7894736842105
cs_p_108_1_0_281,1343.6842105263156,351.31578947368416,1085.7894736842104,535.5263157894736
cs_p_108_2_0_450,1318.421052631579,355.52631578947364,1143.6842105263156,603.9473684210526
cs_p_108_3_0_578,1415.2631578947367,372.36842105263156,1194.2105263157894,691.3157894736842
cs_p_108_4_0_734,1438.421052631579,370.26315789473676,1204.7368421052631,698.6842105263157
cs_p_108_5_0_881,1436.3157894736842,396.57894736842104,1276.3157894736842,774.4736842105262
cs_p_108_6_0_1017,1343.6842105263156,362.8947368421052,1091.0526315789473,653.4210526315788
cs_p_108_7_0_1172,1358.421052631579,366.0526315789473,1171.0526315789473,692.3684210526316
cs_p_108_8_0_1334,1387.8947368421052,362.8947368421052,1110.0,610.2631578947368
cs_p_108_9_0_1534,1327.8947368421052,368.1578947368421,1075.2631578947369,627.1052631578947
cs_p_109_0_0_172,1721.578947368421,358.6842105263157,1364.7368421052631,613.4210526315788
cs_p_10_9_0_5522,645.7894736842105,135.52631578947364,787.8947368421052,528.1578947368421
cs_p_109_10_0_3004,1228.9473684210525,3.94736842105263,792.1052631578947,971.3157894736842
cs_p_109_1_0_365,1512.1052631578946,210.26315789473682,1251.0526315789473,901.8421052631579
cs_p_109_11_0_3313,1154.2105263157894,53.42105263157893,775.2631578947368,907.1052631578946
cs_p_109_5_0_1262,1778.4210526315787,386.0526315789473,1438.421052631579,760.7894736842104
cs_p_109_6_0_1738,1876.3157894736842,372.36842105263156,1647.8947368421052,759.7368421052631
cs_p_109_7_0_1895,1878.4210526315787,430.26315789473676,1602.6315789473683,747.1052631578947
cs_p_11_0_0_120,657.6595744680851,554.4468085106382,523.6170212765957,961.8936170212766
cs_p_1_1_0_354,453.0344827586207,389.62068965517244,857.344827586207,639.6206896551724
cs_p_110_5_0_1119,852.1052631578947,103.9473684210526,1122.6315789473683,354.47368421052624
cs_p_110_6_0_1298,968.9473684210526,103.9473684210526,1212.1052631578946,342.8947368421052
cs_p_110_7_0_1661,681.578947368421,40.78947368421052,723.6842105263157,295.52631578947364
cs_p_110_8_0_1860,846.8421052631578,36.57894736842104,564.7368421052631,343.9473684210526
cs_p_11_10_0_2495,989.5744680851063,460.8297872340425,751.2765957446808,778.9148936170212
cs_p_111_0_0_75,880.5263157894736,196.57894736842104,1431.0526315789473,428.1578947368421
cs_p_111_1_0_151,833.1578947368421,190.26315789473682,1312.1052631578946,455.52631578947364
cs_p_111_2_0_246,563.6842105263157,312.36842105263156,1083.6842105263156,591.3157894736842
cs_p_111_3_0_340,507.8947368421052,277.6315789473684,982.6315789473683,553.421052631579
cs_p_111_4_0_450,592.1052631578947,253.4210526315789,1115.2631578947367,665.0
cs_p_111_5_0_511,640.5263157894736,290.2631578947368,1060.5263157894735,732.3684210526316
cs_p_111_6_0_609,793.1578947368421,240.78947368421052,1522.6315789473683,571.3157894736842
cs_p_111_7_0_717,827.8947368421052,274.4736842105263,1335.2631578947367,696.578947368421
cs_p_111_8_0_833,781.578947368421,379.7368421052631,1192.1052631578946,910.2631578947368
cs_p_111_9_0_892,608.9473684210526,269.2105263157894,1306.8421052631577,946.0526315789473
cs_p_112_0_0_72,1172.1052631578946,126.05263157894734,1038.421052631579,817.6315789473683
cs_p_11_2_0_419,833.1914893617021,451.25531914893617,686.3829787234042,993.8085106382978
cs_p_112_1_0_280,523.6842105263157,620.7894736842105,647.8947368421052,1068.157894736842
cs_p_112_2_0_429,1004.7368421052631,191.31578947368422,799.4736842105262,887.1052631578947
cs_p_112_3_0_652,435.2631578947368,508.1578947368421,540.5263157894736,1046.0526315789473
cs_p_112_4_0_796,915.2631578947368,147.1052631578947,675.2631578947368,730.2631578947368
cs_p_112_5_0_992,948.9473684210526,170.26315789473682,713.1578947368421,863.9473684210526
cs_p_112_6_0_1197,770.0,255.52631578947364,815.2631578947368,750.2631578947368
cs_p_112_7_0_1392,802.6315789473683,243.9473684210526,175.26315789473682,956.578947368421
cs_p_112_8_0_1611,652.1052631578947,275.52631578947364,727.8947368421052,746.0526315789473
cs_p_112_9_0_1843,476.31578947368416,245.0,924.7368421052631,792.3684210526316
cs_p_113_0_0_81,662.9999999999998,691.8571428571428,647.2857142857142,1440.4285714285713
cs_p_11_3_0_555,849.1489361702127,526.7872340425531,784.2553191489361,959.7659574468084
cs_p_113_1_0_173,761.5714285714284,666.1428571428571,688.7142857142856,1411.8571428571427
cs_p_113_2_0_290,722.9999999999998,490.4285714285714,678.7142857142856,1346.142857142857
cs_p_113_3_0_373,511.57142857142844,476.1428571428571,541.5714285714284,1291.8571428571427
cs_p_113_4_0_427,424.42857142857133,476.1428571428571,364.42857142857133,1218.9999999999998
cs_p_113_5_0_537,487.2857142857142,483.2857142857142,511.57142857142844,1307.5714285714284
cs_p_113_6_0_635,431.57142857142844,526.1428571428571,415.85714285714266,1280.4285714285713
cs_p_113_7_0_715,598.7142857142856,284.71428571428567,410.1428571428571,1149.0
cs_p_113_9_0_868,517.2857142857142,364.71428571428567,618.7142857142856,1161.8571428571427
cs_p_114_0_0_54,855.2631578947368,306.05263157894734,1312.1052631578946,507.1052631578947
cs_p_11_4_0_792,888.5106382978723,444.8723404255319,873.6170212765957,326.78723404255317
cs_p_114_1_0_117,895.2631578947368,313.4210526315789,1434.2105263157894,573.4210526315788
cs_p_114_2_0_203,927.8947368421052,294.4736842105263,1528.9473684210525,654.4736842105262
cs_p_114_3_0_289,897.3684210526316,309.2105263157894,1552.1052631578946,742.8947368421052
cs_p_114_4_0_381,922.6315789473683,349.2105263157894,1447.8947368421052,908.1578947368421
cs_p_114_5_0_436,818.4210526315788,373.4210526315789,1380.5263157894735,933.4210526315788
cs_p_114_6_0_500,561.578947368421,312.36842105263156,1094.2105263157894,796.578947368421
cs_p_114_7_0_561,541.578947368421,240.78947368421052,1023.6842105263156,743.9473684210526
cs_p_114_8_0_642,693.1578947368421,218.68421052631578,1263.6842105263156,759.7368421052631
cs_p_114_9_0_731,694.2105263157895,221.84210526315786,1157.3684210526314,670.2631578947368
cs_p_115_0_0_58,200.142857142857,306.1428571428571,524.4285714285713,594.7142857142857
cs_p_11_5_0_1021,805.531914893617,536.3617021276596,948.0851063829787,987.4255319148936
cs_p_115_1_0_147,278.71428571428555,351.85714285714283,701.5714285714284,634.7142857142857
cs_p_115_2_0_228,247.28571428571422,320.4285714285714,780.1428571428569,723.2857142857142
cs_p_115_3_0_347,188.71428571428567,360.4285714285714,617.2857142857142,783.2857142857142
cs_p_115_4_0_465,191.57142857142844,357.57142857142856,462.9999999999998,767.5714285714284
cs_p_115_5_0_563,182.9999999999999,373.2857142857142,298.71428571428555,787.5714285714284
cs_p_115_6_0_633,210.142857142857,351.85714285714283,567.2857142857142,946.142857142857
cs_p_115_7_0_708,298.71428571428555,378.99999999999994,758.7142857142856,961.8571428571428
cs_p_115_8_0_769,393.0,410.4285714285714,921.5714285714284,966.142857142857
cs_p_115_9_0_825,333.0,340.4285714285714,890.1428571428569,870.4285714285713
cs_p_116_0_0_163,635.2631578947368,413.42105263157896,1080.5263157894735,797.6315789473683
cs_p_11_6_0_1071,718.2978723404254,499.12765957446805,828.9361702127659,994.8723404255319
cs_p_116_1_0_328,994.2105263157894,427.1052631578947,520.5263157894736,837.6315789473683
cs_p_116_2_0_526,1120.5263157894735,476.57894736842104,717.3684210526316,714.4736842105262
cs_p_116_3_0_1005,1496.3157894736842,460.7894736842105,1045.7894736842104,751.3157894736842
cs_p_116_4_0_1181,1162.6315789473683,415.52631578947364,1005.7894736842104,827.1052631578947
cs_p_116_5_0_1504,1084.7368421052631,411.31578947368416,812.1052631578947,719.7368421052631
cs_p_116_6_0_1863,1023.6842105263156,447.1052631578947,611.0526315789473,596.578947368421
cs_p_116_7_0_2268,867.8947368421052,357.63157894736844,726.8421052631578,548.1578947368421
cs_p_116_8_0_2583,994.2105263157894,565.0,881.578947368421,773.4210526315788
cs_p_117_0_0_184,657.3684210526316,559.7368421052631,1176.3157894736842,671.3157894736842
cs_p_11_7_0_1529,778.9361702127659,475.7234042553191,943.8297872340424,887.4255319148936
cs_p_117_10_0_2872,741.578947368421,708.1578947368421,526.8421052631578,673.4210526315788
cs_p_117_1_0_406,1493.157894736842,802.8947368421052,1430.0,852.3684210526314
cs_p_117_2_0_558,1596.3157894736842,756.578947368421,1370.0,672.3684210526316
cs_p_117_3_0_839,1263.6842105263156,546.0526315789473,914.2105263157894,613.4210526315788
cs_p_117_4_0_1137,404.7368421052631,531.3157894736842,654.2105263157895,834.4736842105262
cs_p_117_5_0_1391,668.9473684210526,674.4736842105262,657.3684210526316,571.3157894736842
cs_p_117_6_0_1620,642.6315789473683,502.8947368421052,891.0526315789473,757.6315789473683
cs_p_117_7_0_1887,822.6315789473683,734.4736842105262,938.4210526315788,868.1578947368421
cs_p_117_8_0_2266,775.2631578947368,686.0526315789473,896.3157894736842,840.7894736842104
cs_p_118_0_0_87,774.2105263157894,682.8947368421052,1547.8947368421052,348.1578947368421
cs_p_11_8_0_1696,722.5531914893617,443.80851063829783,978.9361702127659,781.0425531914893
cs_p_118_1_0_279,698.4210526315788,631.3157894736842,1434.2105263157894,346.05263157894734
cs_p_118_2_0_410,900.5263157894736,594.4736842105262,253.15789473684208,957.6315789473683
cs_p_118_3_0_536,872.1052631578947,571.3157894736842,1297.3684210526314,141.8421052631579
cs_p_118_4_0_632,858.4210526315788,571.3157894736842,1283.6842105263156,241.84210526315786
cs_p_118_5_0_742,728.9473684210526,611.3157894736842,1079.4736842105262,453.42105263157896
cs_p_118_6_0_871,766.8421052631578,570.2631578947368,909.9999999999999,456.57894736842104
cs_p_118_7_0_1031,888.9473684210526,605.0,421.57894736842104,870.2631578947368
cs_p_118_8_0_1145,1023.6842105263156,582.8947368421052,811.0526315789473,602.8947368421052
cs_p_118_9_0_1226,1061.578947368421,580.7894736842105,862.6315789473683,607.1052631578947
cs_p_119_0_0_76,1195.2631578947367,280.7894736842105,976.3157894736842,771.3157894736842
cs_p_11_9_0_2133,752.3404255319149,495.93617021276594,936.3829787234042,862.9574468085106
cs_p_119_10_0_1555,524.7368421052631,373.42105263157896,315.2631578947368,747.1052631578947
cs_p_119_1_0_200,1242.6315789473683,165.0,997.3684210526316,603.9473684210526
cs_p_119_2_0_308,1240.5263157894735,180.78947368421052,1121.578947368421,594.4736842105262
cs_p_119_3_0_444,1204.7368421052631,186.05263157894734,1020.5263157894735,567.1052631578947
cs_p_119_4_0_656,1077.3684210526314,199.73684210526312,820.5263157894736,634.4736842105262
cs_p_119_5_0_767,1124.7368421052631,186.05263157894734,801.578947368421,674.4736842105262
cs_p_119_6_0_875,833.1578947368421,303.9473684210526,537.3684210526316,732.3684210526316
cs_p_119_7_0_1000,885.7894736842105,295.52631578947364,613.1578947368421,768.1578947368421
cs_p_119_8_0_1261,747.8947368421052,314.4736842105263,505.7894736842105,632.3684210526316
cs_p_119_9_0_1392,745.7894736842105,307.1052631578947,547.8947368421052,806.0526315789473
cs_p_120_0_0_127,191.57142857142844,350.4285714285714,398.71428571428555,961.8571428571428
cs_p_12_0_0_301,1472.0,226.4137931034483,1189.2413793103449,789.344827586207
cs_p_120_1_0_195,190.142857142857,351.85714285714283,435.85714285714266,847.5714285714284
cs_p_120_2_0_270,294.42857142857133,370.4285714285714,525.8571428571427,921.8571428571428
cs_p_120_3_0_342,351.57142857142844,398.99999999999994,577.2857142857142,867.5714285714284
cs_p_120_4_0_418,370.1428571428571,427.57142857142856,591.5714285714284,956.142857142857
cs_p_120_5_0_495,395.85714285714266,420.4285714285714,757.2857142857142,766.1428571428571
cs_p_120_6_0_546,440.1428571428571,444.71428571428567,705.8571428571427,960.4285714285713
cs_p_120_7_0_612,557.2857142857142,353.2857142857143,804.4285714285713,921.8571428571428
cs_p_120_8_0_716,662.9999999999998,388.99999999999994,838.7142857142856,886.1428571428571
cs_p_12_10_0_4147,1626.3103448275863,302.2758620689655,1126.3103448275863,491.0689655172414
cs_p_121_0_0_52,1178.421052631579,378.6842105263158,301.57894736842104,581.8421052631578
cs_p_12_1_0_716,1256.4827586206898,357.448275862069,1173.7241379310346,766.0689655172414
cs_p_121_1_0_116,858.4210526315788,430.2631578947368,183.68421052631578,682.8947368421052
cs_p_121_2_0_203,1177.3684210526314,393.4210526315789,286.84210526315786,710.2631578947368
cs_p_121_3_0_330,1068.9473684210525,439.7368421052631,387.89473684210526,766.0526315789473
cs_p_121_4_0_467,1282.6315789473683,399.7368421052631,594.2105263157895,847.1052631578947
cs_p_121_5_0_556,1261.578947368421,416.57894736842104,505.7894736842105,749.2105263157894
cs_p_121_6_0_654,1334.2105263157894,387.1052631578947,597.3684210526316,780.7894736842105
cs_p_121_7_0_746,1310.0,390.2631578947368,679.4736842105262,746.0526315789473
cs_p_121_8_0_852,1264.7368421052631,355.52631578947364,613.1578947368421,703.9473684210526
cs_p_121_9_0_959,1051.0526315789473,374.4736842105263,741.578947368421,651.3157894736842
cs_p_122_0_0_67,391.05263157894734,38.68421052631578,814.2105263157894,182.89473684210526
cs_p_12_2_0_1217,1389.2413793103449,310.89655172413796,1034.9310344827586,757.4482758620691
cs_p_122_1_0_338,407.89473684210526,50.26315789473682,772.1052631578947,322.8947368421052
cs_p_122_2_0_600,394.2105263157894,35.52631578947367,697.3684210526316,249.21052631578942
cs_p_122_3_0_861,377.36842105263156,15.52631578947367,657.3684210526316,199.73684210526312
cs_p_122_4_0_1194,198.42105263157893,0.7894736842105203,401.57894736842104,436.57894736842104
cs_p_122_5_0_1436,276.31578947368416,2.89473684210526,653.1578947368421,196.57894736842104
cs_p_122_6_0_1726,296.31578947368416,2.89473684210526,715.2631578947368,66.05263157894734
cs_p_122_7_0_1997,387.89473684210526,42.89473684210526,598.421052631579,290.2631578947368
cs_p_122_9_0_2840,513.1578947368421,2.89473684210526,958.4210526315788,100.78947368421052
cs_p_123_0_0_76,484.7368421052631,211.31578947368416,821.578947368421,896.578947368421
cs_p_12_3_0_1742,1697.8620689655174,88.48275862068965,981.4827586206898,736.7586206896552
cs_p_123_1_0_163,504.7368421052631,200.78947368421052,983.6842105263157,710.2631578947368
cs_p_123_2_0_236,517.3684210526316,208.15789473684208,1148.9473684210525,732.3684210526316
cs_p_123_3_0_308,540.5263157894736,229.21052631578942,1414.2105263157894,536.578947368421
cs_p_123_4_0_390,644.7368421052631,300.7894736842105,1497.3684210526314,711.3157894736842
cs_p_123_5_0_463,583.6842105263157,300.7894736842105,1281.578947368421,1000.7894736842104
cs_p_123_6_0_541,617.3684210526316,340.7894736842105,1383.6842105263156,965.0
cs_p_123_7_0_634,622.6315789473683,359.7368421052631,1404.7368421052631,908.1578947368421
cs_p_123_8_0_731,506.8421052631578,264.99999999999994,1162.6315789473683,887.1052631578946
cs_p_123_9_0_796,451.05263157894734,274.4736842105263,1098.421052631579,1039.7368421052631
cs_p_124_0_0_109,1656.5957446808509,291.6808510638298,637.4468085106382,900.1914893617021
cs_p_12_4_0_2082,1563.3793103448277,162.62068965517244,1134.0689655172414,846.2413793103449
cs_p_124_1_0_248,1677.8723404255318,314.02127659574467,557.6595744680851,840.6170212765957
cs_p_124_2_0_396,1732.127659574468,319.3404255319149,628.9361702127659,806.5744680851063
cs_p_124_3_0_523,1651.2765957446807,288.48936170212767,983.1914893617021,721.4680851063829
cs_p_124_4_0_710,1643.8297872340424,308.70212765957444,626.8085106382979,704.4468085106382
cs_p_124_5_0_856,1617.2340425531913,285.2978723404255,1043.8297872340424,727.8510638297872
cs_p_124_6_0_1012,1889.5744680851062,384.23404255319144,693.8297872340426,564.0212765957447
cs_p_124_7_0_1205,1693.8297872340424,342.74468085106383,792.7659574468084,568.2765957446808
cs_p_124_8_0_1357,1725.7446808510638,318.27659574468083,928.9361702127659,622.531914893617
cs_p_124_9_0_1500,1711.914893617021,331.04255319148933,817.2340425531914,359.7659574468085
cs_p_125_0_0_303,1400.5263157894735,510.26315789473676,1011.0526315789473,313.4210526315789
cs_p_12_5_0_2399,1487.5172413793105,247.1034482758621,1203.896551724138,847.1034482758621
cs_p_125_1_0_443,1437.3684210526314,508.1578947368421,1063.6842105263156,580.7894736842105
cs_p_125_2_0_712,362.6315789473684,577.6315789473683,692.1052631578947,858.6842105263156
cs_p_125_3_0_915,732.1052631578947,535.5263157894736,400.52631578947364,598.6842105263157
cs_p_125_4_0_1294,918.4210526315788,288.1578947368421,1146.842105263158,629.2105263157894
cs_p_125_5_0_1486,886.8421052631578,541.8421052631578,483.6842105263158,697.6315789473683
cs_p_125_6_0_1689,465.7894736842105,532.3684210526316,799.4736842105262,815.5263157894736
cs_p_125_7_0_1905,618.421052631579,599.7368421052631,961.578947368421,902.8947368421052
cs_p_125_8_0_2216,897.3684210526316,547.1052631578947,1278.421052631579,747.1052631578947
cs_p_125_9_0_2458,1262.6315789473683,549.2105263157895,1062.6315789473683,850.2631578947369
cs_p_12_6_0_2755,1457.344827586207,291.93103448275866,822.0000000000001,971.2413793103449
cs_p_127_0_0_141,1048.9473684210525,230.26315789473682,739.4736842105262,488.1578947368421
cs_p_12_7_0_3037,1490.9655172413793,296.2413793103448,759.0689655172414,411.75862068965523
cs_p_127_10_0_1928,628.9473684210526,295.52631578947364,867.8947368421052,649.2105263157894
cs_p_127_1_0_276,1070.0,217.63157894736838,767.8947368421052,394.47368421052624
cs_p_127_2_0_441,1043.6842105263156,248.15789473684208,886.8421052631578,512.3684210526316
cs_p_127_3_0_599,962.6315789473683,213.4210526315789,616.3157894736842,152.36842105263156
cs_p_127_4_0_735,961.578947368421,203.9473684210526,768.9473684210526,149.21052631578942
cs_p_127_5_0_939,1079.4736842105262,228.15789473684208,961.578947368421,409.2105263157895
cs_p_127_6_0_1127,1199.4736842105262,211.31578947368416,1095.2631578947369,511.31578947368416
cs_p_127_8_0_1554,752.1052631578947,281.84210526315786,1065.7894736842104,637.6315789473683
cs_p_127_9_0_1743,702.6315789473683,303.9473684210526,980.5263157894736,643.9473684210526
cs_p_128_0_0_37,418.71428571428555,883.2857142857142,387.2857142857142,1546.1428571428569
cs_p_12_8_0_3437,1402.1724137931035,299.68965517241384,897.8620689655173,817.7931034482759
cs_p_128_1_0_134,737.2857142857142,279.0,388.71428571428555,1261.8571428571427
cs_p_128_2_0_219,663.0,465.71428571428567,548.7142857142857,1148.5714285714284
cs_p_128_3_0_298,745.0,376.0,643.0,1062.0
